Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
"Hisamitsu Pharmaceutical Co., Inc.",Pharmaceuticals,"2,949 (consolidated, as of February 28, 2014)",http://global.hisamitsu,Hirotaka Nakatomi ( President and CEO ),JPY 150.63 billion ( FY 2013) [1] ( US$ 1.47 billion) (FY 2013),1847 ; 172 years ago ( 1847 ),"Tosu, Saga 841-0017, Japan ( Kyushu head office ) Marunouchi , Chiyoda, Tokyo 100-6330, Japan ( Tokyo head office )"
"Hiroshima Electric Railway Co., Ltd.","Transportation ( streetcar , bus ), real estate","1,377",http://www.hiroden.co.jp,,,"June 18, 1910","2-9-29 Higashisenda-machi, Naka-ku, Hiroshima 730-8610, Japan"
"Hirose Electric Co., Ltd.",Electronics,"4,044 (as of March 31, 2015)",https://www.hirose.com/,Kazunori Ishii ( President and CEO ),"JPY 125.7 billion ( FY 2014)
                        ( US$ 1.1 billion) (FY 2014)","Tokyo (August 15, 1937 ; 82 years ago ( 1937-08-15 ) )","Osaki , Shinagawa-ku , Tokyo 141-8587, Japan"
"Hino Motors, Ltd.",Automotive,"25,820 (2012) [1]",http://www.hino-global.com/,"Masakazu Ichikawa, Chairman Yasuhiko Ichihashi, President","¥1,314,588 million (2012) [1]",1 May 1942 ; 77 years ago ( 1 May 1942 ),"Hino-shi , Tokyo , Japan"
"Heiwa Real Estate Company, Ltd.",Leasing Real Estate Development Housing Development,"88 (as of March 31, 2011)",http://www.heiwa-net.co.jp/,Sadao Yoshino (CEO),,July 1947,"Tokyo, Japan"
Heiwa Corporation,Gambling machine manufacturing,"821 (as of March 31, 2014) [1]",http://www.heiwanet.co.jp/,,¥ 1.675 billion [1],"1949 September 9, 1960 ( incorporated )","Kiryū , Gunma (head office) Taitō , Tokyo (sales headquarter) , Japan"
Hazama Ando Corporation,Construction,"3,850 (consolidated, as of April 1, 2017)",http://www.ad-hzm.co.jp/english/index.html,Toshio Ono ( Chairman of the Board of Directors ) Toshiaki Nomura ( President ),"JPY 407.9 billion ( FY 2016)
                        ( US$ 3.7 billion) (FY 2016)","(April 1, 2013 ; 6 years ago ( 2013-04-01 ) ) (through merger)","Akasaka , Minato-ku, Tokyo 107-8658, Japan"
HI-LEX CORPORATION,Machinery,"10,054 (as of October 2013)",http://www.hi-lex.co.jp/e/index.html,Makoto Teraura (CEO and President),$ 1.75 billion ( FY 2013) ( ¥ 164.956 billion) ( FY 2013),"Takarazuka , Japan (January 20, 1946 ( 1946-01-20 ) )","1-12-28, Sakaemachi, Takarazuka , Hyogo 665-0845 Japan"
Haseko Corporation,Construction Real Estate Engineering,"6,602 (consolidated, as of March 31, 2017)",http://www.haseko.co.jp/hc/english/index.html,Noriaki Tsuji ( President ),"JPY 772.3 billion ( FY 2016)
                        ( US$ 7.1 billion) (FY 2016)","February 1937, 11 ; 82 years ago ( 11-02-1937 ) in Amagasaki , Japan","Shiba , Minato-ku, Tokyo 105-8507 , Japan"
"Hankyu Hanshin Holdings, Inc.",Ground transport,"2,353",http://holdings.hankyu-hanshin.co.jp,Kazoo Sum (President),"¥638,770 million (consolidated, March 2011)","Osaka , Japan (October 19, 1907 ( 1907-10-19 ) , Mino-o Arima Electric Railway Company)","Shibata Itchome, Kita-ku, Osaka Sakaemachi Itchome, Ikeda, Osaka (registered), Japan"
Hamamatsu Photonics K.K.,Electronics,"4,420 (consolidated, as of December 19, 2014)",http://www.hamamatsu.com/eu/en/index.html,Teruo Hiruma ( Chairman of the board ) Akira Hiruma ( President and CEO ),"JPY 120.6 billion ( FY 2014)
                        ( US$ 1.01 billion) (FY 2014)","(September 29, 1953 ; 66 years ago ( 1953-09-29 ) )","325-6, Sunayama-cho, Naka-ku , Hamamatsu City , Shizuoka , 430-8587, Japan"
H,Retail,"5,693 (consolidated, 2012)",http://hankyu-hanshin-dept.co.jp,Shunichi Sugioka (Chairman and CEO ) Jun Wakabayashi (President),"¥505,589 million (March 31, 2012) [1]","Osaka, Japan (October 1, 2007 ( 2007-10-01 ) , Hankyu Department Stores, Inc.; took over the department store business from Hankyu Department Stores, inc. (first)","8-7, Kakudacho, Kita-ku, Osaka, Japan"
"GMO Internet, Inc.",Information and Communication,"5,454 (2018)",https://www.gmo.jp/en/,,JPY154 billion (2017),24 May 1991,"Tokyo , Japan"
H.I.S,Travel,"14,380 (October 31, 2016) [2]",https://www.his.co.jp/english/,,Net Sales 523 Billion 705 Million Yen (2016),"December 19, 1980 ; 38 years ago ( 1980-12-19 )","Sumitomo Fudosan Shinjuku Oak Tower 6-8-1 Nishi-Shinjuku, Shinjuku-ku, Tokyo , Japan"
"Globeride, Inc.",Sports equipment,"5,848 (consolidated, as of March 31, 2018)",http://www.globeride.co.jp/,Akihiko Kishi ( Chairman ) Kazunari Suzuki ( President ),"JPY 85.7 billion ( FY 2017)
                      ( US$ 808 million) (FY 2017)",1958 ; 61 years ago ( 1958 ),"Higashikurume, Tokyo , 203-8511 , Japan"
Geo Corporation ,,"3,178 (2010)",http://www.geonet.co.jp/,,,"January 10, 1989 ( 1989-01-10 )","Kasugai, Aichi , Japan"
"Furuno Electric Co., Ltd.",Electronics,"2,836 (consolidated, as of February 28, 2014)",http://www.furuno.co.jp/en/index.html,Yukio Furuno ( President ),"US$ 700 million ( FY 2017)
                  ( JPY 78.67 billion) (FY 2017)",Nagasaki (1938 ; 81 years ago ( 1938 ) ),"9-52 Ashihara-cho, Nishinomiya , Hyōgo Prefecture 662-8580, Japan"
"Gakken Holdings Co., Ltd.",Publishing,"6,930 (consolidated, June 30, 2018)",http://www.gakken.co.jp,Hiroaki Miyahara ( President ),"JPY 107 billion ( FY 2018)
                      ( US$ 969 million) (FY 2018)","March 31, 1947 ; 72 years ago ( 1947-03-31 )","Shinagawa-ku, Tokyo 141-8510 , Japan"
Futaba Corporation,Electronics,"5,179 (consolidated, as of March 31, 2014)",http://www.futaba.co.jp/en/index.html,Hiroshi　Sakurada ( President ),JPY 64.35 billion ( FY 2013) ( US$ 625.24 million) (FY 2013),"Mobara, Japan (February 3, 1948 ; 71 years ago ( 1948-02-03 ) )","Mobara, Chiba Prefecture 297- 8588, Japan"
GS Yuasa Corporation ,Electrical equipment,"13,609 (consolidated)(as of March 31, 2014)",http://www.gs-yuasa.com/us/index.asp,Makoto Yoda ( President ),"US$2.93 billion ( FY 2014)
                  ( JPY 348 billion) (FY 2014)","(April 1, 2004 ; 15 years ago ( 2004-04-01 ) )","Inobanba-cho, Nishinosho, Kisshoin, Minami-ku, Kyoto 601-8520, Japan"
"Funai Electric Company, Ltd",,"2,861 (2011)","http://www.funai.jp/,https://www.wikidata.org/wiki/Q373798?uselang=en#P856",Hideaki Funakoshi (President and CEO),"¥ 246,100 million (2012) [1]",1961 ; 58 years ago ( 1961 ),"Daitō , Osaka , Japan"
"Furukawa Electric Co., Ltd. ",Electrical equipment,"3,704 (non-consolidated) 51,925 (consolidated) (as of March 31, 2018)",http://www.furukawa.co.jp/english/index.htm,Masao Yoshida (Chairman) Mitsuyoshi Shibata (President),"$ 7.529 billion USD ( FY 2017)
                   (¥  843.344 billion JPY ) ( FY 2017)","Yokohama , Japan (1884 ; 135 years ago ( 1884 ) )","Marunouchi Nakadori Bldg., 2-3, Marunouchi 2-chome, Chiyoda-ku , Tokyo 100-8322, Japan"
Fujikura Ltd.,Electrical equipment / Defense / Telecommunications,"58,422 (consolidated) (as of 2018)",http://www.fujikura.co.jp/eng/index.html,"Yoichi Nagahama, ( CEO and President )","JPY 740 billion ( FY 2017)
                        ( US$ 6.81 billion) (FY 2017)","Tokyo, Japan (March 1910 ( 1910-03 ) )","1-5-1, Kiba, Koto-ku , Tokyo 135-8512, Japan"
"Fuji Electric Co., Ltd.",Electrical equipment,"26,503 (consolidated, as of March 31, 2017)",http://www.fujielectric.com/index.html,Michihiro Kitazawa [1] ( President and Chairman of the Board ),"JPY 276.8 billion ( FY 2016)
                        ( US$ 1.54 billion) (FY 2016)","(August 29, 1923 ; 96 years ago ( 1923-08-29 ) )","Gate City Ohsaki, East Tower, Ōsaki , Shinagawa-ku, Tokyo 141-0032, Japan"
"Fast Retailing Co., Ltd. ",Retail,"52,839 (2018) [2]",http://www.fastretailing.com/eng,"Tadashi Yanai ( Chairman , President and CEO )","¥ 2,130 billion (FY2018) [1]","1963 as Ogori Shoji Co., Ltd. ( Ube, Yamaguchi , Japan) 1984 as Fast Retailing Co., Ltd. (name change)","Yamaguchi, Yamaguchi , Japan"
Fujiya Co. Ltd.,,,"http://www.fujiya-peko.co.jp/,https://www.wikidata.org/wiki/Q858452?uselang=en#P856",,,"June 30, 1938","Tokyo , Japan"
FANUC Corporation,Manufacturing Robotics,"5,469 (consolidated) (as of May 2016)",http://www.fanuc.co.jp/eindex.htm,Dr. Eng. Seiuemon Inaba (Honorary Chairman ) Dr. Eng. Yoshiharu Inaba ( President & CEO ),¥ 536.94 billion (2017) [2],1958 ; 61 years ago ( 1958 ) [1] (as a subsidiary of Fujitsu) 1972 ; 47 years ago ( 1972 ) (as an independent company),"Oshino-mura , Minamitsuru-gun , Yamanashi Prefecture , Japan 35°26′43.8″N 138°50′34.1″E ﻿ / ﻿ 35.445500°N 138.842806°E ﻿ / 35.445500; 138.842806 Coordinates : 35°26′43.8″N 138°50′34.1″E ﻿ / ﻿ 35.445500°N 138.842806°E ﻿ / 35.445500; 138.842806"
Fujitsu Ltd.,Computer hardware Computer software IT services IT consulting Telecommunications,"140,365 (2018) [2]",http://www.fujitsu.com,Masami Yamamoto (Chairman) Tatsuya Tanaka (President),¥ 4.098 trillion (2018) [* 1],"20 June 1935 ; 84 years ago ( 1935-06-20 ) (as Fuji Telecommunications Equipment Manufacturing) Kawasaki , Kanagawa , Japan [2]","Shiodome City Center , Minato, Tokyo , Japan"
"Fujitec Co., Ltd.",Transport equipment,"9,931 (consolidated, as of March 31, 2018)",http://www.fujitec.com/,Takakazu Uchiyama ( President and CEO ),"JPY 168.7 billion ( FY 2017)
                      ( US$ 1.5 billion) (FY 2017)","February 9, 1948 ; 71 years ago ( 1948-02-09 )","Big Wing, Hikone, Shiga , 522-8588 , Japan"
"FamilyMart Co., Ltd.",Convenience stores,"16,601 (2017)",https://www.family.co.jp/for_tourist/en.html,Isamu Nakayama (President),JPY 477.5 bn [2] (2017),"September 1973 ( 1973-09 ) in Sayama , Japan (incorporated September 1, 1981 ( 1981-09-01 ) )","Minato , Tokyo , Japan"
"Ezaki Glico Co., Ltd.",Food manufacturing,"4,961 (consolidated, March 2016) [6]",http://www.glico.co.jp/en/index.html,Katsuhisa Ezaki (President and CEO) [1],"¥338,437 million US$3,003,531 thousand (112.68 yen/US dollar, March 2016) [3]","Nishi-ku , Osaka, Japan (11 February 1922 ; 97 years ago ( 1922-02-11 ) ) [1] [2]","Osaka , Osaka , Japan"
EIZO Corporation,Computer,"1,675 (consolidated, as of March 31, 2014)",http://www.eizo.com/,Yoshitaka Jitsumori ( President and CEO ),"US$ 718 million ( FY 2013)
                   ( ¥ 73.64 billion) (FY 2013)","Hakui, Ishikawa , Japan (March 1968 ; 51 years ago ( 1968-03 ) )","153 Shimokashiwano, Hakusan, Ishikawa 924-8566, Japan"
"Eisai Co., Ltd.",Pharmaceuticals,"10,419 (consolidated, as of March 31, 2014)",http://www.eisai.com/index.html,Haruo Naito ( President and CEO ),US$ 5.82 billion ( FY 2013) JPY 600.4 billion (FY 2013),"December 6, 1941 ; 77 years ago ( 1941-12-06 )","4-6-10 Koishikawa, Bunkyo-ku, Tokyo 112-8088, Japan"
"Eiken Chemical Co., Ltd.",Pharmaceutical,"659 (as of March 31, 2018)",http://www.eiken.co.jp/en/index.html,Morifumi Wada ( President and CEO ),"JPY 35 billion ( FY 2017)
                      ( US$ 315 million) (FY 2017)","February 20, 1939 ; 80 years ago ( 1939-02-20 )","Taito-ku , Tokyo, 110-8408 , Japan"
Ebara Corporation,Machinery,"15,168 (consolidated as of March 31, 2014)",http://www.ebara.com/en/,"Toichi Maeda, ( President ) Kengo Choki, ( CEO ) Natsunosuke Yago, ( Chairman )","$ 4.4 billion ( FY 2014)
                   ( ¥ 448.65 billion) (FY 2014)","Tokyo , Japan (November 1912 ( 1912-11 ) )","11-1, Haneda Asahi-cho, Ota-ku , Tokyo 144-8510, Japan"
East Japan Railway Company,Rail transport,"73,017 (as of 31 March 2013) [1]",https://www.jreast.co.jp,"Tetsuro Tomita ( Chairman of the Board ) [1] Masaki Ogata {{ Vice Chairman of the Board )}} [1] Yuji Fukasawa ( President, Representative Director ) [1]","¥ 2,867,200 million (FY 2016) [3] ¥ 2,756,165 million (FY 2015)",1 April 1987 (privatization of JNR),"2-2-2 Yoyogi , Shibuya, Tokyo , Japan"
Dynic Corporation,Office supplies Textile,"1,398 (as of March 31, 2017)",http://www.dynic.co.jp/en/index.html,Yoshio Ohishi ( President and CEO ),"$ 420.35 million USD ( FY 2012)
                  (¥  39.934 billion JPY ) ( FY 2012)","Kyoto , Japan (August 18, 1919 ( 1919-08-18 ) )","Kyoto 26 Daimon-cho, Nishikyogoku, Ukyo-ku , Kyoto 615-0812, Japan Tokyo Shin Onarimon Bldg.,6-17-19, Shinbashi , Minato-ku, Tokyo 105-0004, Japan"
"Dowa Holdings Co., Ltd.",Nonferrous metals,"6,400 (as of March 31, 2018)",http://www.dowa.co.jp/index_e.html,Masao Yamada ( President ),"JPY 454.7 billion ( FY 2017)
                      ( US$ 4.2 billion) (FY 2017)","(September 18, 1884 ; 135 years ago ( 1884-09-18 ) )","Akihabara UDX building, Sotokanda , Chiyoda-ku, Tokyo , 101-0021 , Japan"
Doutor Coffee,Restaurants Retail coffee and tea Retail beverages,,http://www.doutor.co.jp,Toriba Yutaka (鳥羽豊),,1976 ; 43 years ago ( 1976 ),"Shibuya-ku , Tokyo , Japan"
FANCL Corporation,Cosmetics Dietary supplements,,https://www.fancl.jp/en/index.html,"Kenji Ikemori (Founder, Chairman) Kazuyoshi Miyajima (Vice-Chairman) Kazuyuki Shimada (President, CEO)",JP¥ 122 billion (2019),1981,"Yokohama , Japan"
"Don Quijote Co., Ltd.",Retail,"4,391",http://donki.com,,¥ 487 billion / $ 5.74 billion (2010) [2],"September 5, 1980 ( Tokyo , Japan )","Meguro , Tokyo"
"DMG Mori Seiki Co., Ltd.",Machinery,"4,159 (consolidated, as of March 31, 2014)",https://www.dmgmori.co.jp/en/,Masahiko Mori ( President ),"JPY 160.7 billion ( FY 2013)
                        ( US$ 1.57 billion) (FY 2013)","(October 26, 1948 ; 70 years ago ( 1948-10-26 ) )","Nakamura-ku , Nagoya , Aichi 450-0002, Japan"
DISCO Corporation,Semiconductor,"4,161 (as of March 31, 2017)",https://www.disco.co.jp/eg/index.html,Hitoshi Mizorogi ( Chairman of the Board ) Kazuma Sekiya ( President and CEO ),"JPY 134.2 billion ( FY 2016)
                        ( US$ 1.2 billion) (FY 2016)","May 5, 1937 ; 82 years ago ( 1937-05-05 ) in Kure city, Hiroshima as Dai-Ichi Seitosho Company","Omori-Kita , Ōta, Tokyo 162-8557 , Japan"
Descente Ltd.,Apparel,"1,839 (as of March 31, 2015)",http://www.descente.co.jp/company/en/,Masatoshi Ishimoto ( President ),"JPY 123.1 billion ( FY 2014)
                        ( US$ 1.1 billion) (FY 2014)",(February 1935 ; 84 years ago ( 1935-02 ) ),"Dogashiba, Tennoji-ku , Osaka , 543-8921 , Japan"
Dentsu Isobar Inc.,Interactive Agency,332,http://www.dentsuisobar.com/,"Hidetoshi Tokumaru , President & CEO",,"April 2, 2001","Chuo , Tokyo , Japan"
Dentsu Inc.,"Advertising Public relations Information, Communication","62,608 (2018) [2]",http://dentsu.com,Toshihiro Yamamoto ( President ),¥ 1.018 trillion (2018) [1],"July 1, 1901 ; 118 years ago ( 1901-07-01 ) (as Japan Advertising Ltd.)","Minato , Tokyo , Japan"
Denka Company Limited,Chemicals,"5,944 (consolidated, as of March 31, 2018)",http://www.denka.co.jp/eng/,Shinsuke Yoshitaka ( Chairman and CEO ) Manabu Yamamoto ( President ),"JPY 395.6 billion ( FY 2017)
                        ( US$ 3.56 billion) (FY 2017)","Tomakomai, Hokkaido , Japan (May 1, 1915 ; 104 years ago ( 1915-05-01 ) )","Nihonbashi Mitsui Tower , 1-1, Nihonbashi-Muromachi 2-chome, Chuo-ku , Tokyo 103-8338, Japan"
"DeNA Co.,Ltd.","Social Gaming , mobile portal , e-commerce , internet advertising , global business",2475 (2018),http://dena.jp/intl/,Tomoko Namba Founder Isao Moriyasu CEO Makoto Haruta CFO Shuhei Kawasaki Director,1.8 billion USD (FY 2012) [1],"March 4, 1999 ; 20 years ago ( 1999-03-04 ) Setagaya , Tokyo, Japan","Tokyo , Japan"
"Daito Trust Construction Co., Ltd.",Construction Real estate,"9,610 (as of September 2013)",http://www.kentaku.co.jp/e/,"Naomi Kumakiri, ( Executive director and President )","$ 12.253 billion USD ( FY 2012)
                    (¥  1,152 billion JPY ) ( FY 2012)","Tokyo , Japan (June 20, 1974)","2-16-1, Kōnan, Minato-ku , Tokyo 108-8211 Japan"
"SCREEN Holdings Co., Ltd.",Semiconductors,"337 (non-consolidated) 5,422 (consolidated) (2017)",http://www.screen.co.jp/eng/,Eiji Kakiuchi ( CEO ),,"October 11, 1943 ; 76 years ago ( October 11, 1943 ) in Kyoto , Japan","Tenjinkita-machi 1-1, Teranouchi-agaru 4-chome, Horikawa-dori, Kamigyō-ku , 602-8585, Kyoto , Japan"
DIC Corporation,Chemicals,"20,034 (consolidated) (as of December 31, 2013)",http://www.dic-global.com/en/,"Kazuo Sugie, ( Chairman ) Yoshiyuki Nakanishi, ( CEO and President )","$ 9.105 billion USD ( FY 2012)
                  (¥  703.8 billion JPY ) ( FY 2012)","Tokyo , Japan February 1908 ( 1908-02 )","Waterras Tower, 101, Kanda Awajicho 2-chome, Chiyoda-ku , Tokyo 101-0063, Japan"
DENSO Corporation,Auto and Truck parts,,https://www.denso.com/global/en/,Nobuaki Katoh (Chairman) Koji Kobayashi (Vice Chairman) Koji Arima (President and CEO),"¥ 5,108.291 billion (2018) [1]","December 16, 1949 ; 69 years ago ( 1949-12-16 )","Kariya, Aichi , Japan"
Daikin Industries,Electrical equipment,"76,484 (consolidated, as of March 31, 2019)",http://www.daikin.com,"Masanori Togawa, ( CEO and President )","$ 21.606 billion ( FY 2019)
                   ( ¥ 2,481 billion) (FY 2019)","October 25, 1924 ; 94 years ago ( 1924-10-25 )","Umeda Center Bldg., 2-4-12, Nakazaki-Nishi, Kita-ku , Osaka 530-8323, Japan"
Daiwa Securities Group Inc.,Investment banking,"14,456 (at March 2008)",http://www.daiwa-grp.jp/english/,Hibino Takashi (President and CEO ),,1943 ( 1943 ),"Tokyo , Japan"
"Daifuku Co., Ltd.",Machinery,"9,193 (consolidated, as of March 31, 2018)",https://www.daifuku.com/,Hiroshi Geshiro ( President and CEO ),"JPY 405 billion ( FY 2017)
                      ( US$ 3.8 billion) (FY 2017)","May 20, 1937 ; 82 years ago ( 1937-05-20 ) in Osaka , Japan","Nishiyodogawa-ku, Osaka 555-0012 , Japan"
"Daiichi Sankyo Company, Limited",Pharmaceutical,"32,229 (as of December 2013)",http://www.daiichisankyo.com,"Joji Nakayama, ( CEO and President )","$ 12.006 billion USD ( FY 2012)
                             (¥  997.852 billion JPY ) ( FY 2012)","Tokyo , Japan (2005) (by merger)","Daiichi Sankyo Building A/B 3-5-1, Nihonbashi-honcho , Chūō-ku , Tokyo 103-8426, Japan"
"The Daiei, Inc.",Retail,full-time; 6979,http://www.daiei.co.jp/about-daiei/en,Yoshiki Mori (Chairman) Yasuhide Chikazawa (President),"¥ 1,431.5 billion (2005)","1957 at Osaka , Japan","Kobe , Japan"
